"Current route","Full production URL","Route source","Page title","WordPress content type","Current production status","Current Astro status","Current completion status","Current layout","Proposed action","Proposed destination URL","Recommended index status","Reason","Existing internal-link count","Existing canonical","Sitemap presence","SEO title present","Meta description present","Unique content level","Exact duplicate target","Near-duplicate target","Real business value","Possible search value","Possible backlink risk","Image dependency status","Hotlinked image count","Missing image count","Demo/template indicators","Foreign company/location indicators","Unverified business claim indicators","Portfolio authenticity status","Owner information required","Final decision status"
"/portfolio/innovative-construction-project-showcase/","https://rkrenosolution.com/portfolio/innovative-construction-project-showcase/","generated-route","Innovative Construction Project Showcase - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","48","https://rkrenosolution.com/portfolio/innovative-construction-project-showcase/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/mastering-construction-with-precision/","https://rkrenosolution.com/portfolio/mastering-construction-with-precision/","generated-route","Mastering Construction with Precision - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","60","https://rkrenosolution.com/portfolio/mastering-construction-with-precision/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/oakwood-residence/","https://rkrenosolution.com/portfolio/oakwood-residence/","generated-route","Oakwood Residence - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","46","https://rkrenosolution.com/portfolio/oakwood-residence/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/office-renovation/","https://rkrenosolution.com/portfolio/office-renovation/","production-404","Page not found – RK Reno Solution","taxonomy","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_LEAVE_GONE","","remain 404","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","107","https://rkrenosolution.com/portfolio/office-renovation/","YES — portfolio-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/pioneering-solutions-for-architectural-excellence/","https://rkrenosolution.com/portfolio/pioneering-solutions-for-architectural-excellence/","generated-route","Pioneering Solutions for Architectural Excellence - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","28","https://rkrenosolution.com/portfolio/pioneering-solutions-for-architectural-excellence/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/precision-craftsmanship-in-construction/","https://rkrenosolution.com/portfolio/precision-craftsmanship-in-construction/","generated-route","Precision Craftsmanship in Construction - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","39","https://rkrenosolution.com/portfolio/precision-craftsmanship-in-construction/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/residential/","https://rkrenosolution.com/portfolio/residential/","production-404","Page not found – RK Reno Solution","taxonomy","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_LEAVE_GONE","","remain 404","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","27","https://rkrenosolution.com/portfolio/residential/","YES — portfolio-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/revolutionary-techniques-in-modern-construction/","https://rkrenosolution.com/portfolio/revolutionary-techniques-in-modern-construction/","generated-route","Revolutionary Techniques in Modern Construction - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","28","https://rkrenosolution.com/portfolio/revolutionary-techniques-in-modern-construction/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/shaping-tomorrows-built-environment/","https://rkrenosolution.com/portfolio/shaping-tomorrows-built-environment/","generated-route","Shaping Tomorrow’s Built Environment - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","30","https://rkrenosolution.com/portfolio/shaping-tomorrows-built-environment/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/skyline-hub/","https://rkrenosolution.com/portfolio/skyline-hub/","generated-route","Skyline Hub - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","45","https://rkrenosolution.com/portfolio/skyline-hub/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/stadium/","https://rkrenosolution.com/portfolio/stadium/","production-404","Page not found – RK Reno Solution","taxonomy","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_LEAVE_GONE","","remain 404","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","58","https://rkrenosolution.com/portfolio/stadium/","YES — portfolio-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/the-ivey-school-of-business/","https://rkrenosolution.com/portfolio/the-ivey-school-of-business/","generated-route","The Ivey School of Business - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","48","https://rkrenosolution.com/portfolio/the-ivey-school-of-business/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/axis-industrial-park/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/transforming-designs-into-reality/","https://rkrenosolution.com/portfolio/transforming-designs-into-reality/","generated-route","Transforming Designs Into Reality - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","81","https://rkrenosolution.com/portfolio/transforming-designs-into-reality/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/waterproofing/","https://rkrenosolution.com/portfolio/waterproofing/","production-404","Page not found – RK Reno Solution","taxonomy","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_LEAVE_GONE","","remain 404","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","61","https://rkrenosolution.com/portfolio/waterproofing/","YES — portfolio-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/pricing-plan/","https://rkrenosolution.com/pricing-plan/","generated-route","Pricing Plan - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","14","https://rkrenosolution.com/pricing-plan/","YES — page-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Demo route name","NONE FOUND","Customer count; Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/product-category/repair-expand/","https://rkrenosolution.com/product-category/repair-expand/","generated-route","Repair & Expand - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product-category/repair-expand/","YES — product_cat-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/blackdecker-circular-saw/","https://rkrenosolution.com/product/blackdecker-circular-saw/","generated-route","Black+Decker Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/blackdecker-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/bosch-js470e-7-0-amp-jigsaw/","https://rkrenosolution.com/product/bosch-js470e-7-0-amp-jigsaw/","generated-route","Bosch JS470E 7.0-Amp Jigsaw - RK Reno Solution","product","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/bosch-js470e-7-0-amp-jigsaw/","YES — product-sitemap","YES","YES","MEDIUM","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/cutting-circular-saw/","https://rkrenosolution.com/product/cutting-circular-saw/","generated-route","Cutting Circular Saw - RK Reno Solution","product","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/cutting-circular-saw/","YES — product-sitemap","YES","YES","MEDIUM","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/dewalt-dwe575sb-circular-saw/","https://rkrenosolution.com/product/dewalt-dwe575sb-circular-saw/","generated-route","DeWalt DWE575SB Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/dewalt-dwe575sb-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/festool-hk-circular-saw/","https://rkrenosolution.com/product/festool-hk-circular-saw/","generated-route","Festool HK Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/festool-hk-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/makita-5007mg-magnesium-circular-saw/","https://rkrenosolution.com/product/makita-5007mg-magnesium-circular-saw/","generated-route","Makita 5007MG Magnesium Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/makita-5007mg-magnesium-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/metabo-hpt-ripmax-pro-circular-saw/","https://rkrenosolution.com/product/metabo-hpt-ripmax-pro-circular-saw/","generated-route","Metabo HPT Ripmax Pro Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/metabo-hpt-ripmax-pro-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/milwaukee-fuel-circular-saw/","https://rkrenosolution.com/product/milwaukee-fuel-circular-saw/","generated-route","Milwaukee FUEL Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/milwaukee-fuel-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/ryobi-p505-18v-circular-saw/","https://rkrenosolution.com/product/ryobi-p505-18v-circular-saw/","generated-route","Ryobi P505 18V Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/ryobi-p505-18v-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/skil-5280-01-circular-saw/","https://rkrenosolution.com/product/skil-5280-01-circular-saw/","generated-route","Skil 5280-01 Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/skil-5280-01-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/vacuum-cleaner/","https://rkrenosolution.com/product/vacuum-cleaner/","generated-route","Vacuum Cleaner - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/vacuum-cleaner/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/product/worx-compact-circular-saw/","https://rkrenosolution.com/product/worx-compact-circular-saw/","generated-route","WORX Compact Circular Saw - RK Reno Solution","product","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/product/worx-compact-circular-saw/","YES — product-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","https://rkrenosolution.com/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","generated-route","PU Injection Waterproofing KL: How to Fix Wall Cracks Permanently - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","73","https://rkrenosolution.com/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/sample-page/","https://rkrenosolution.com/sample-page/","generated-route","Sample Page - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","0","https://rkrenosolution.com/sample-page/","YES — page-sitemap","YES","YES","MEDIUM","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","NO IMAGE DEPENDENCY FOUND","0","0","Demo route name","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/service-category/building-architecture/","https://rkrenosolution.com/service-category/building-architecture/","generated-route","Building Architecture - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","0","https://rkrenosolution.com/service-category/building-architecture/","YES — service-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/service-category/building-renovation/","https://rkrenosolution.com/service-category/building-renovation/","generated-route","Building Renovation - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","0","https://rkrenosolution.com/service-category/building-renovation/","YES — service-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/service-category/flooring-roofing/","https://rkrenosolution.com/service-category/flooring-roofing/","generated-route","Flooring & Roofing - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","0","https://rkrenosolution.com/service-category/flooring-roofing/","YES — service-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/service-category/general-constracting/","https://rkrenosolution.com/service-category/general-constracting/","generated-route","General Constracting - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","0","https://rkrenosolution.com/service-category/general-constracting/","YES — service-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/service-category/interior-design/","https://rkrenosolution.com/service-category/interior-design/","generated-route","Interior Design - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","0","https://rkrenosolution.com/service-category/interior-design/","YES — service-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/service-category/repair-expand/","https://rkrenosolution.com/service-category/repair-expand/","generated-route","Repair & Expand - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page. Linked unique article count: 0; unique introduction not established.","0","https://rkrenosolution.com/service-category/repair-expand/","YES — service-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
